location_name,location_code,week_start,pda_water_ng_ml,tda_water_ng_ml,pn_total_cells_l,pn_seriata_cells_l,alexandrium_cells_l,dinophysis_cells_l,total_phyto_cells_l,insitu_sst_c,insitu_chl_mg_m3,nitrate_um,silicate_um,n_samples,hazard_truth_status,insitu_physical_status
Stearns Wharf,SW,2021-07-12,0.0,,4920.0,2320.0,0.0,0.0,50960.0,18.3,2.03,0.0,5.197,1,has,has
Stearns Wharf,SW,2021-07-19,0.0,,17380.0,6660.0,0.0,280.0,59320.0,17.4,2.188,0.301,6.041,1,has,has
Stearns Wharf,SW,2021-07-26,0.0,,16500.0,7820.0,0.0,0.0,130840.0,17.9,1.354,0.0,2.774,1,has,has
Stearns Wharf,SW,2021-08-02,0.0,,41700.0,20560.0,0.0,0.0,129120.0,17.0,1.229,0.0,3.059,1,has,has
Stearns Wharf,SW,2021-08-09,0.0,,8700.0,4060.0,0.0,0.0,82220.0,16.7,2.503,0.0,4.279,1,has,has
Stearns Wharf,SW,2021-08-23,0.0,,2900.0,2320.0,0.0,280.0,65720.0,17.5,2.888,0.0,4.141,1,has,has
Stearns Wharf,SW,2021-08-30,0.0,,4340.0,3180.0,0.0,280.0,61360.0,16.9,1.568,0.0,5.664,1,has,has
Stearns Wharf,SW,2021-09-06,0.0,,11000.0,6660.0,0.0,280.0,70040.0,17.9,1.89,0.0,5.277,1,has,has
Stearns Wharf,SW,2021-09-13,0.0,,3330.0,2170.0,0.0,7380.0,120580.0,15.8,8.6115,0.0,10.1785,2,has,has
Stearns Wharf,SW,2021-09-27,0.0,,57900.0,57900.0,0.0,0.0,5124210.0,16.7,26.692,0.447,6.795,1,has,has
Stearns Wharf,SW,2021-10-04,0.0,,11870.0,6660.0,0.0,1450.0,117550.0,17.7,0.7,0.0,4.797,1,has,has
Stearns Wharf,SW,2021-10-11,0.0,,3770.0,2320.0,0.0,1160.0,121020.0,17.1,3.991,0.272,5.276,1,has,has
Stearns Wharf,SW,2021-10-18,0.0,,171680.0,37060.0,0.0,290.0,279960.0,15.2,5.286,0.756,5.054,1,has,has
Stearns Wharf,SW,2021-10-25,0.0,,21420.0,9260.0,0.0,580.0,79620.0,16.5,1.873,0.305,3.508,1,has,has
Stearns Wharf,SW,2021-11-01,0.0,,6080.0,3180.0,0.0,2320.0,230150.0,15.7,13.069,0.0,5.305,1,has,has
Stearns Wharf,SW,2021-11-08,0.0,,3190.0,1740.0,0.0,290.0,140120.0,15.8,5.706,0.527,5.345,1,has,has
Stearns Wharf,SW,2021-11-15,0.0,,7530.0,7530.0,0.0,2610.0,170520.0,16.0,7.211,0.0,4.737,1,has,has
Stearns Wharf,SW,2021-11-22,0.0,,4920.0,3180.0,0.0,2030.0,85690.0,15.6,5.006,0.324,4.689,1,has,has
Stearns Wharf,SW,2021-11-29,0.0,,8400.0,5500.0,0.0,290.0,74420.0,15.4,2.699,0.893,4.324,1,has,has
Stearns Wharf,SW,2021-12-06,0.0,,27790.0,16210.0,0.0,725.0,106975.0,14.6,4.0995,1.8275000000000001,5.385,2,has,has
Stearns Wharf,SW,2021-12-13,0.0,,14180.0,9550.0,0.0,290.0,74690.0,14.5,2.324,1.356,4.889,1,has,has
Stearns Wharf,SW,2021-12-27,0.0,,8970.0,5210.0,1158.0,870.0,45158.0,13.6,4.484,3.827,6.881,1,has,has
Stearns Wharf,SW,2022-01-10,0.0,,2320.0,290.0,0.0,0.0,14760.0,12.9,0.565,3.344,6.857,1,has,has
Stearns Wharf,SW,2022-01-17,0.0,,5220.0,2610.0,0.0,870.0,60820.0,14.1,9.621,0.482,6.049,1,has,has
Stearns Wharf,SW,2022-01-24,0.0,,0.0,0.0,0.0,870.0,55010.0,13.8,7.253,1.583,8.02,1,has,has
Stearns Wharf,SW,2022-01-31,0.0,,10430.0,7530.0,0.0,1160.0,122460.0,13.8,11.746,0.0,6.289,1,has,has
Stearns Wharf,SW,2022-02-07,0.0,,2900.0,1160.0,0.0,290.0,29540.0,13.8,2.527,0.0,6.363,1,has,has
Stearns Wharf,SW,2022-02-14,0.0,,31840.0,9260.0,0.0,2610.0,108280.0,14.6,2.967,0.0,4.448,1,has,has
Stearns Wharf,SW,2022-02-28,0.0,,12015.0,5935.0,0.0,290.0,104370.0,12.95,2.1895000000000002,8.375,11.374500000000001,2,has,has
Stearns Wharf,SW,2022-03-14,0.0,,8390.0,4340.0,0.0,0.0,154890.0,14.2,6.374,0.0,6.315,1,has,has
Stearns Wharf,SW,2022-03-21,0.0,,2320.0,1740.0,0.0,0.0,15640.0,12.2,0.714,9.749,15.554,1,has,has
Stearns Wharf,SW,2022-03-28,0.0,,11440.0,7530.0,0.0,435.0,276480.0,14.1,12.228,0.239,3.3810000000000002,2,has,has
Stearns Wharf,SW,2022-04-11,0.0,,4050.0,3470.0,580.0,290.0,40240.0,15.8,2.062,0.0,3.784,1,has,has
Stearns Wharf,SW,2022-04-18,0.0,,12160.0,2900.0,0.0,0.0,38220.0,12.5,1.076,15.431,22.619,1,has,has
Stearns Wharf,SW,2022-04-25,0.0,,10710.0,6950.0,0.0,870.0,98150.0,15.2,6.026,0.0,7.75,1,has,has
Stearns Wharf,SW,2022-05-09,0.0,,2030.0,0.0,0.0,0.0,18240.0,13.9,0.67,3.2,11.465,1,has,has
Stearns Wharf,SW,2022-05-16,0.0,,33290.0,15340.0,0.0,1450.0,221470.0,14.1,6.753,4.947,16.125,1,has,has
Stearns Wharf,SW,2022-05-30,0.0,,3480.0,1160.0,0.0,1160.0,218020.0,17.7,3.737,0.722,6.736,1,has,has
Stearns Wharf,SW,2022-06-06,0.0,,5790.0,2030.0,580.0,5210.0,154018.0,19.3,6.938,0.799,6.7,1,has,has
Stearns Wharf,SW,2022-06-13,0.0,,22000.0,5210.0,0.0,0.0,1131390.0,19.2,8.605,0.234,2.077,1,has,has
Stearns Wharf,SW,2022-06-20,0.0,,5210.0,870.0,0.0,290.0,81660.0,19.4,1.65,0.281,3.457,1,has,has
Stearns Wharf,SW,2022-06-27,0.0,,0.0,0.0,0.0,0.0,60510.0,17.2,1.977,0.474,5.271,1,has,has
Stearns Wharf,SW,2022-07-04,0.0,,3480.0,1160.0,4050.0,0.0,189930.0,17.2,1.496,0.282,5.024,1,has,has
Stearns Wharf,SW,2022-07-11,0.0,,1740.0,1740.0,0.0,580.0,198030.0,15.4,2.486,0.242,6.26,1,has,has
Stearns Wharf,SW,2022-07-18,0.0,,2320.0,1740.0,4050.0,870.0,121011.0,16.9,1.659,0.271,8.316,1,has,has
Stearns Wharf,SW,2022-07-25,0.0,,1740.0,0.0,0.0,870.0,78750.0,15.9,1.665,0.0,6.181,1,has,has
Stearns Wharf,SW,2022-08-01,0.0,,2030.0,2030.0,0.0,1450.0,89456.0,16.9,1.248,0.812,7.508,1,has,has
Stearns Wharf,SW,2022-08-08,0.0,,13890.0,8970.0,0.0,290.0,104510.0,18.5,1.588,0.0,1.981,1,has,has
Stearns Wharf,SW,2022-08-22,0.0,,0.0,0.0,580.0,5500.0,242310.0,16.7,7.162,0.0,5.423,1,has,has
Stearns Wharf,SW,2022-08-29,0.0,,0.0,0.0,2900.0,6660.0,196580.0,17.0,6.489,0.436,4.151,1,has,has
Stearns Wharf,SW,2022-09-05,0.0,,1160.0,1160.0,0.0,3180.0,214520.0,18.5,4.227,0.214,4.171,1,has,has
Stearns Wharf,SW,2022-09-12,0.0,,0.0,0.0,0.0,1160.0,133750.0,20.0,5.018,0.0,1.298,1,has,has
Stearns Wharf,SW,2022-09-26,0.0,,2610.0,290.0,0.0,290.0,128260.0,19.5,1.078,0.0,1.04,1,has,has
Stearns Wharf,SW,2022-10-03,0.0,,870.0,0.0,0.0,0.0,46330.0,19.7,1.255,0.239,2.586,1,has,has
Stearns Wharf,SW,2022-10-10,0.0,,13320.0,0.0,0.0,290.0,303120.0,19.2,15.123,0.0,4.56,1,has,has
Stearns Wharf,SW,2022-10-17,0.0,,2030.0,0.0,0.0,580.0,107120.0,17.8,0.151,0.239,4.194,1,has,has
Stearns Wharf,SW,2022-10-24,0.0,,1160.0,1160.0,0.0,1740.0,391130.0,16.4,7.975,0.0,6.392,1,has,has
Stearns Wharf,SW,2022-10-31,0.0,,0.0,0.0,0.0,0.0,23740.0,13.4,0.339,7.83,10.902,1,has,has
Stearns Wharf,SW,2022-11-07,0.0,,5210.0,870.0,0.0,0.0,122460.0,15.1,3.879,3.838,6.51,1,has,has
Stearns Wharf,SW,2022-11-14,0.0,,0.0,0.0,0.0,580.0,114360.0,14.2,9.887,0.0,4.667,1,has,has
Stearns Wharf,SW,2022-11-21,0.0,,1160.0,1160.0,0.0,290.0,149960.0,15.0,18.31,0.0,3.61,1,has,has
Stearns Wharf,SW,2022-11-28,0.0,,0.0,0.0,0.0,290.0,438880.0,15.3,33.958,0.0,4.484,1,has,has
Stearns Wharf,SW,2022-12-05,0.0,,4340.0,580.0,0.0,0.0,68040.0,15.6,0.854,0.386,2.491,1,has,has
Stearns Wharf,SW,2022-12-12,0.0,,2610.0,1450.0,0.0,0.0,64560.0,14.4,0.774,2.244,4.651,1,has,has
Stearns Wharf,SW,2022-12-19,0.0,,17110.0,8700.0,580.0,290.0,283040.0,14.0,4.435,1.01,4.161,1,has,has
Stearns Wharf,SW,2022-12-26,0.0,,2900.0,2900.0,2320.0,290.0,,14.25,4.042,0.88,4.391,1,has,has
Stearns Wharf,SW,2023-01-02,0.0,,0.0,0.0,870.0,580.0,18520.0,12.2,1.311,5.246,8.083,1,has,has
Stearns Wharf,SW,2023-01-09,0.0,,,,,,,12.8,1.509,16.412,35.769,1,partial,has
Stearns Wharf,SW,2023-01-16,0.0,,1740.0,870.0,0.0,0.0,30690.0,11.5,0.351,4.767,11.407,1,has,has
Stearns Wharf,SW,2023-01-23,0.0,,22880.0,8690.0,0.0,290.0,54440.0,12.1,2.064,5.178,5.688,1,has,has
Stearns Wharf,SW,2023-01-30,0.0,,13175.0,4055.0,0.0,435.0,65145.0,13.08,1.2694999999999999,3.3685,5.168,2,has,has
Stearns Wharf,SW,2023-02-13,0.0,,870.0,0.0,0.0,0.0,84250.0,14.0,0.832,7.224,6.628,1,has,has
Stearns Wharf,SW,2023-02-20,0.0,,27500.0,11580.0,0.0,0.0,202650.0,13.0,2.615,2.945,4.329,1,has,has
Stearns Wharf,SW,2023-02-27,0.0,,18530.0,7240.0,0.0,1740.0,89180.0,12.0,4.06,12.905,18.117,1,has,has
Stearns Wharf,SW,2023-03-06,0.0,,22870.0,3470.0,0.0,0.0,156910.0,12.0,2.524,9.813,9.307,1,has,has
Stearns Wharf,SW,2023-03-13,0.03,,4060.0,1450.0,1160.0,9550.0,335540.0,13.0,14.011,2.759,8.069,1,has,has
Stearns Wharf,SW,2023-03-20,0.0,,0.0,0.0,580.0,5790.0,227560.0,13.7,8.667,1.782,9.072,1,has,has
Stearns Wharf,SW,2023-03-27,0.0,,0.0,0.0,0.0,0.0,22580.0,12.31,0.471,13.838,16.717,1,has,has
Stearns Wharf,SW,2023-04-03,0.054,,94670.0,68900.0,0.0,580.0,520540.0,14.0,8.399,0.0,6.317,1,has,has
Stearns Wharf,SW,2023-04-10,0.0,,89460.0,52690.0,1160.0,0.0,518510.0,12.1,9.137,1.856,7.58,1,has,has
Stearns Wharf,SW,2023-04-17,0.0,,150540.0,117250.0,0.0,870.0,457430.0,13.6,2.005,0.21,8.317,1,has,has
Stearns Wharf,SW,2023-04-24,0.0,,5500.0,580.0,1160.0,870.0,188470.0,14.4,4.296,1.211,10.411,1,has,has
Stearns Wharf,SW,2023-05-01,0.025,,28950.0,21130.0,0.0,7820.0,195120.0,13.3,6.429,11.469,7.082,1,has,has
Stearns Wharf,SW,2023-05-08,0.0,,8690.0,0.0,0.0,16210.0,256210.0,14.8,5.546,0.486,7.089,1,has,has
Stearns Wharf,SW,2023-05-15,0.0,,48340.0,3760.0,0.0,2320.0,195110.0,15.5,4.173,2.497,6.552,1,has,has
Stearns Wharf,SW,2023-05-22,0.0,,15920.0,4920.0,0.0,580.0,218580.0,15.5,3.952,0.922,5.096,1,has,has
Stearns Wharf,SW,2023-05-29,0.0,,3770.0,1740.0,0.0,290.0,101340.0,15.0,2.552,2.662,6.667,1,has,has
Stearns Wharf,SW,2023-06-05,0.0,,1450.0,870.0,0.0,0.0,36480.0,15.2,0.986,0.984,2.369,1,has,has
Stearns Wharf,SW,2023-06-12,0.097,,11590.0,8690.0,0.0,580.0,74120.0,14.1,2.177,3.105,8.618,1,has,has
Stearns Wharf,SW,2023-06-19,0.479,,101620.0,52690.0,0.0,0.0,240300.0,15.5,1.415,1.346,4.487,1,has,has
Stearns Wharf,SW,2023-06-26,0.0,,37640.0,2030.0,0.0,870.0,156340.0,14.6,1.883,0.336,3.357,1,has,has
Stearns Wharf,SW,2023-07-03,0.0,,7820.0,1160.0,0.0,870.0,136660.0,16.0,3.284,1.082,4.104,1,has,has
Stearns Wharf,SW,2023-07-10,0.0,,2900.0,0.0,0.0,0.0,33880.0,17.0,1.317,0.362,2.391,1,has,has
Stearns Wharf,SW,2023-07-17,0.0,,19980.0,8110.0,0.0,0.0,100760.0,15.0,3.343,0.226,2.214,1,has,has
Stearns Wharf,SW,2023-07-24,0.0,,1740.0,0.0,0.0,18530.0,174580.0,19.0,5.492,0.0,3.372,1,has,has
Stearns Wharf,SW,2023-07-31,0.0,,870.0,0.0,0.0,290.0,48930.0,21.15,2.6719999999999997,0.0,2.8440000000000003,2,has,has
Stearns Wharf,SW,2023-08-07,0.0,,4340.0,0.0,0.0,870.0,113770.0,19.3,1.411,0.0,2.656,1,has,has
Stearns Wharf,SW,2023-08-14,0.0,,5510.0,2610.0,0.0,0.0,72970.0,17.3,1.826,0.0,2.758,1,has,has
Stearns Wharf,SW,2023-08-21,0.0,,7820.0,0.0,0.0,0.0,81070.0,18.8,1.79,1.055,4.382,1,has,has
Stearns Wharf,SW,2023-08-28,0.0,,10710.0,0.0,0.0,0.0,153440.0,23.0,1.82,0.0,1.753,1,has,has
Stearns Wharf,SW,2023-09-04,0.0,,4340.0,0.0,0.0,0.0,54710.0,19.2,0.895,0.447,3.141,1,has,has
Stearns Wharf,SW,2023-09-11,0.0,,0.0,0.0,0.0,0.0,88300.0,19.1,1.497,0.0,1.852,1,has,has
Stearns Wharf,SW,2023-09-18,0.0,,0.0,0.0,0.0,0.0,78170.0,17.1,1.801,0.412,4.095,1,has,has
Stearns Wharf,SW,2023-09-25,0.0,,0.0,0.0,0.0,290.0,181240.0,17.8,2.983,0.0,3.689,1,has,has
Stearns Wharf,SW,2023-10-02,0.0,,0.0,0.0,0.0,290.0,39090.0,16.2,0.819,0.349,5.391,1,has,has
Stearns Wharf,SW,2023-10-09,0.0,,0.0,0.0,0.0,290.0,111460.0,20.6,1.93,1.054,4.268,1,has,has
Stearns Wharf,SW,2023-10-16,0.0,,0.0,0.0,0.0,0.0,122160.0,,8.629,1.431,2.431,1,has,partial
Stearns Wharf,SW,2023-10-23,0.0,,0.0,0.0,0.0,0.0,38650.0,16.9,2.311,0.321,3.819,1,has,has
Stearns Wharf,SW,2023-10-30,0.0,,0.0,0.0,0.0,0.0,11440.0,15.3,0.693,0.321,2.711,1,has,has
Stearns Wharf,SW,2023-11-06,0.0,,3620.0,0.0,0.0,0.0,27660.0,14.3,1.47,0.338,4.468,1,has,has
Stearns Wharf,SW,2023-11-13,0.021,,1160.0,0.0,0.0,0.0,49220.0,15.6,3.4,0.444,2.886,1,has,has
Stearns Wharf,SW,2023-11-20,0.02,,0.0,0.0,0.0,0.0,16640.0,16.1,1.631,0.0,2.476,1,has,has
Stearns Wharf,SW,2023-11-27,0.0,,6080.0,2320.0,0.0,0.0,51250.0,15.5,3.51,0.0,4.207,1,has,has
Stearns Wharf,SW,2023-12-04,0.0,,430.0,0.0,0.0,0.0,34440.0,15.2,3.174,0.229,3.569,1,has,has
Stearns Wharf,SW,2023-12-11,0.0,,7530.0,0.0,0.0,0.0,66010.0,14.8,3.992,0.318,3.259,1,has,has
Stearns Wharf,SW,2023-12-18,0.0,,290.0,0.0,0.0,0.0,17800.0,15.2,0.874,0.615,4.241,1,has,has
Stearns Wharf,SW,2023-12-25,0.0,,0.0,0.0,0.0,0.0,8830.0,14.8,1.292,,,1,has,has
Stearns Wharf,SW,2024-01-01,0.0,,0.0,0.0,0.0,0.0,28370.0,14.8,1.393,0.647,4.322,1,has,has
Stearns Wharf,SW,2024-01-08,0.0,,1590.0,0.0,0.0,0.0,18230.0,13.5,0.815,2.736,6.299,1,has,has
Stearns Wharf,SW,2024-01-15,0.0,,35610.0,2030.0,0.0,0.0,552080.0,12.7,2.388,1.849,5.681,1,has,has
Stearns Wharf,SW,2024-01-22,0.0,,10710.0,0.0,0.0,580.0,153450.0,13.7,2.16,1.007,3.57,1,has,has
Stearns Wharf,SW,2024-01-29,0.0,,1880.0,0.0,0.0,0.0,30240.0,13.8,0.568,0.61,2.713,1,has,has
Stearns Wharf,SW,2024-02-05,0.0,,0.0,0.0,0.0,0.0,5210.0,13.1,1.529,8.592,29.096,1,has,has
Stearns Wharf,SW,2024-02-12,0.0,,1300.0,0.0,0.0,0.0,6790.0,13.1,0.742,3.575,7.668,1,has,has
Stearns Wharf,SW,2024-02-19,0.0,,0.0,0.0,0.0,0.0,0.0,13.5,1.936,13.574,48.048,1,has,has
Stearns Wharf,SW,2024-02-26,0.0,,580.0,0.0,0.0,140.0,10560.0,13.5,1.217,2.774,13.896,1,has,has
Stearns Wharf,SW,2024-03-04,0.0,,1740.0,0.0,0.0,0.0,31700.0,12.4,1.252,5.871,10.833,1,has,has
Stearns Wharf,SW,2024-03-11,0.048,,63400.0,35320.0,0.0,0.0,352330.0,12.8,3.751,2.166,4.909,1,has,has
Stearns Wharf,SW,2024-03-18,0.0,,74690.0,7240.0,0.0,0.0,360140.0,12.9,3.778,1.668,2.05,1,has,has
Stearns Wharf,SW,2024-03-25,0.0,,1300.0,870.0,0.0,0.0,12590.0,9.6,0.379,23.397,28.23,1,has,has
Stearns Wharf,SW,2024-04-01,0.0,,8110.0,0.0,0.0,0.0,504610.0,11.9,6.698,7.664,18.735,1,has,has
Stearns Wharf,SW,2024-04-08,0.11,,8690.0,6370.0,0.0,0.0,166470.0,12.1,4.774,8.968,12.15,1,has,has
Stearns Wharf,SW,2024-04-15,0.0,,580.0,0.0,0.0,290.0,68330.0,12.9,1.913,2.483,12.282,1,has,has
Stearns Wharf,SW,2024-04-22,0.0,,8680.0,720.0,0.0,720.0,45870.0,13.6,1.98,1.252,11.875,1,has,has
Stearns Wharf,SW,2024-04-29,0.0,,44290.0,4920.0,0.0,0.0,157480.0,13.5,1.048,17.013,24.108,1,has,has
Stearns Wharf,SW,2024-05-06,0.0,,45165.0,6660.0,0.0,435.0,153875.0,11.600000000000001,2.8295,11.01,18.8005,2,has,has
Stearns Wharf,SW,2024-05-20,0.0,,138670.0,67160.0,0.0,580.0,174860.0,10.9,2.824,15.174,22.677,1,has,has
Stearns Wharf,SW,2024-05-27,0.0,,64560.0,6950.0,580.0,1450.0,123050.0,15.8,2.659,0.489,4.767,1,has,has
Stearns Wharf,SW,2024-06-03,0.0,,1450.0,0.0,580.0,3910.0,37490.0,13.5,6.844,1.0,4.207,1,has,has
Stearns Wharf,SW,2024-06-10,0.0,,7380.0,0.0,0.0,430.0,34740.0,13.7,2.659,1.045,8.74,1,has,has
Stearns Wharf,SW,2024-06-17,0.0,,1450.0,0.0,0.0,0.0,21560.0,17.4,1.628,0.709,8.02,1,has,has
Stearns Wharf,SW,2024-06-24,0.0,,123040.0,0.0,290.0,0.0,306590.0,16.5,2.626,0.233,6.717,1,has,has
Stearns Wharf,SW,2024-07-01,0.0,,2900.0,2900.0,0.0,0.0,104510.0,14.9,1.192,0.0,2.134,1,has,has
Stearns Wharf,SW,2024-07-08,0.0,,0.0,0.0,0.0,580.0,47910.0,16.0,1.949,0.119,9.432,1,has,has
Stearns Wharf,SW,2024-07-15,0.0,,0.0,0.0,0.0,430.0,64400.0,15.3,11.289,0.0,9.542,1,has,has
Stearns Wharf,SW,2024-07-22,0.0,,35610.0,0.0,0.0,0.0,129410.0,14.3,3.58,0.212,11.119,1,has,has
Stearns Wharf,SW,2024-07-29,0.039,,337860.0,2610.0,0.0,0.0,700320.0,15.2,2.233,0.0,3.109,1,has,has
Stearns Wharf,SW,2024-08-05,0.0,,14770.0,2030.0,0.0,0.0,234800.0,15.5,1.482,0.0,1.005,1,has,has
Stearns Wharf,SW,2024-08-12,0.0,,0.0,0.0,0.0,3760.0,229290.0,15.8,26.001,0.0,3.437,1,has,has
Stearns Wharf,SW,2024-08-19,0.0,,2900.0,870.0,0.0,290.0,148520.0,18.5,3.813,0.0,3.738,1,has,has
Stearns Wharf,SW,2024-08-26,0.0,,2310.0,720.0,0.0,430.0,29090.0,18.6,1.407,0.268,5.833,1,has,has
Stearns Wharf,SW,2024-09-02,0.035,,9550.0,4630.0,0.0,870.0,62240.0,18.3,1.205,0.162,2.654,1,has,has
Stearns Wharf,SW,2024-09-09,0.0,,580.0,0.0,0.0,0.0,51390.0,18.9,2.302,0.0,3.155,1,has,has
Stearns Wharf,SW,2024-09-16,0.497,,16070.0,14190.0,0.0,0.0,55010.0,16.2,1.208,0.214,2.706,1,has,has
Stearns Wharf,SW,2024-09-23,0.602,,18530.0,18530.0,0.0,0.0,56020.0,15.8,2.589,0.192,3.316,1,has,has
Stearns Wharf,SW,2024-09-30,0.021,,4640.0,2320.0,0.0,8110.0,114950.0,15.4,5.513,0.143,4.201,1,has,has
Stearns Wharf,SW,2024-10-07,0.0,,1740.0,0.0,0.0,24030.0,146780.0,17.3,11.049,0.299,2.93,1,has,has
Stearns Wharf,SW,2024-10-14,0.029,,11000.0,6510.0,0.0,0.0,39080.0,17.3,1.323,0.202,2.999,1,has,has
Stearns Wharf,SW,2024-10-21,0.0,,580.0,0.0,0.0,290.0,28800.0,16.5,1.882,0.305,4.83,1,has,has
Stearns Wharf,SW,2024-10-28,0.0,,3770.0,2030.0,0.0,870.0,70360.0,16.9,1.918,0.229,3.447,1,has,has
Stearns Wharf,SW,2024-11-04,0.0,,0.0,0.0,0.0,580.0,83960.0,14.1,10.184,0.248,9.398,1,has,has
Stearns Wharf,SW,2024-11-11,0.0,,4920.0,1160.0,0.0,580.0,90620.0,14.2,2.749,0.202,2.759,1,has,has
Stearns Wharf,SW,2024-11-18,0.0,,1590.0,1590.0,0.0,290.0,22580.0,11.8,0.814,12.133,13.939,1,has,has
Stearns Wharf,SW,2024-11-25,0.0,,1300.0,580.0,0.0,870.0,54870.0,13.1,4.515,3.415,5.606,1,has,has
Stearns Wharf,SW,2024-12-02,0.0,,0.0,0.0,0.0,2030.0,79620.0,12.8,7.492,0.655,7.37,1,has,has
Stearns Wharf,SW,2024-12-09,0.0,,0.0,0.0,0.0,8690.0,1434500.0,12.3,58.901,0.0,7.964,1,has,has
Stearns Wharf,SW,2024-12-16,0.0,,14190.0,8400.0,0.0,580.0,77880.0,12.5,7.974,3.315,7.151,1,has,has
Stearns Wharf,SW,2024-12-30,0.0,,0.0,0.0,0.0,1160.0,114360.0,13.8,25.196,0.141,10.012,1,has,has
Stearns Wharf,SW,2025-01-06,0.0,,290.0,290.0,0.0,290.0,22730.0,12.8,0.982,1.636,8.151,1,has,has
Stearns Wharf,SW,2025-01-13,0.0,,6080.0,2320.0,0.0,290.0,70060.0,12.5,3.146,2.277,7.188,1,has,has
Stearns Wharf,SW,2025-01-20,0.0,,290.0,290.0,580.0,140.0,29380.0,13.2,1.118,1.606,7.319,1,has,has
Stearns Wharf,SW,2025-01-27,0.0,,580.0,580.0,0.0,0.0,39080.0,12.1,4.893,2.799,10.957,1,has,has
Stearns Wharf,SW,2025-02-03,0.13,,4200.0,4200.0,0.0,720.0,27930.0,13.1,1.087,1.334,4.625,1,has,has
Stearns Wharf,SW,2025-02-10,0.0,,1770.0,1770.0,0.0,980.0,19440.0,13.6,1.438,0.122,3.362,1,has,has
Stearns Wharf,SW,2025-02-17,0.0,,2750.0,2750.0,1330.0,90.0,21470.0,13.5,1.525,5.282,8.909,1,has,has
Stearns Wharf,SW,2025-02-24,0.0,,890.0,890.0,0.0,90.0,9230.0,13.8,1.026,1.228,7.768,1,has,has
Stearns Wharf,SW,2025-03-03,0.0,,0.0,0.0,0.0,0.0,2570.0,11.6,0.328,16.689,19.199,1,has,has
Stearns Wharf,SW,2025-03-10,1.698,,68510.0,68510.0,0.0,0.0,93700.0,11.3,2.212,14.949,16.948,1,has,has
Stearns Wharf,SW,2025-03-17,1.504,,67460.0,66880.0,0.0,0.0,96990.0,12.6,1.698,5.474,6.207,1,has,has
Stearns Wharf,SW,2025-03-24,0.261,,8690.0,8400.0,0.0,430.0,46320.0,14.5,1.198,0.171,0.35,1,has,has
Stearns Wharf,SW,2025-03-31,0.0,,1740.0,1740.0,580.0,1740.0,70070.0,14.9,2.077,0.833,4.808,1,has,has
Stearns Wharf,SW,2025-04-07,0.0,,2610.0,2610.0,640.0,0.0,14770.0,11.9,0.142,20.956,27.739,1,has,has
Stearns Wharf,SW,2025-04-14,0.484,,70930.0,70930.0,6660.0,0.0,164150.0,13.9,4.116,2.351,10.763,1,has,has
Stearns Wharf,SW,2025-04-21,1.521,,66010.0,66010.0,2320.0,2610.0,154040.0,13.4,4.63,1.12,6.339,1,has,has
Stearns Wharf,SW,2025-04-28,0.684,,113490.0,0.0,0.0,2320.0,228420.0,13.5,3.691,1.775,6.087,1,has,has
Stearns Wharf,SW,2025-05-05,0.234,,44870.0,0.0,0.0,290.0,70930.0,15.6,0.27,0.521,3.138,1,has,has
Stearns Wharf,SW,2025-05-12,0.0,,3040.0,2030.0,0.0,580.0,29230.0,16.9,0.716,0.332,3.698,1,has,has
Stearns Wharf,SW,2025-05-19,0.0,,0.0,0.0,0.0,140.0,26330.0,16.8,2.071,0.613,12.615,1,has,has
Stearns Wharf,SW,2025-05-26,0.0,,0.0,0.0,0.0,720.0,18090.0,17.9,0.549,0.218,7.515,1,has,has
Stearns Wharf,SW,2025-06-02,0.0,,0.0,0.0,0.0,0.0,69490.0,17.2,3.623,0.457,13.999,1,has,has
Stearns Wharf,SW,2025-06-09,0.0,,2320.0,0.0,0.0,140.0,27070.0,16.0,0.344,0.6,11.672,1,has,has
Stearns Wharf,SW,2025-06-16,0.0,,4630.0,0.0,0.0,0.0,234780.0,17.8,1.498,0.497,3.269,1,has,has
Stearns Wharf,SW,2025-06-23,0.12,,0.0,0.0,0.0,870.0,156040.0,17.9,0.766,5.384,20.689,1,has,has
Stearns Wharf,SW,2025-06-30,0.0,,0.0,0.0,0.0,290.0,42840.0,16.9,0.918,6.67,24.934,1,has,has
Stearns Wharf,SW,2025-07-07,0.0,,0.0,0.0,0.0,140.0,61950.0,17.6,0.526,4.038,19.132,1,has,has
Stearns Wharf,SW,2025-07-14,0.0,,0.0,0.0,290.0,290.0,73810.0,15.4,1.71,10.635,20.398,1,has,has
Stearns Wharf,SW,2025-07-21,0.0,,0.0,0.0,0.0,1160.0,330620.0,16.8,3.051,10.371,23.595,1,has,has
Stearns Wharf,SW,2025-07-28,0.0,,0.0,0.0,0.0,290.0,181230.0,16.5,7.312,19.896,39.918,1,has,has
Stearns Wharf,SW,2025-08-04,0.0,,0.0,0.0,0.0,3180.0,173980.0,16.8,6.943,11.42,28.962,1,has,has
Stearns Wharf,SW,2025-08-11,0.0,,290.0,0.0,0.0,430.0,44290.0,17.4,1.227,3.317,11.569,1,has,has
Stearns Wharf,SW,2025-08-18,0.0,,0.0,0.0,0.0,1740.0,61380.0,19.0,1.193,0.466,3.273,1,has,has
Stearns Wharf,SW,2025-08-25,0.0,,0.0,0.0,0.0,580.0,49070.0,19.6,1.15,0.665,6.447,1,has,has
